[2019-12-05 22:47:26] main.ERROR: Error: Application is not installed yet.  [] []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:09] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_6","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:10] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","cat_c","cat_c_p_1"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","cat_c","cat_c_p_1"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","cat_c_p_1","cat_c_p_2","cat_c"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:12] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","cat_c_p_1","cat_c_p_2","cat_c"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2019-12-05 22:57:13] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"request_declaration"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogsearch_fulltext_scope1_1"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogsearch_fulltext_scope1_2"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogsearch_fulltext_scope1_3"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_catalogsearch_fulltext_scope1_4"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:14] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2019-12-05 22:57:27] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_1"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_2"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_3"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_remove_cl_4"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_3","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_9","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_10","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_11","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_17","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_18","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_19","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_20","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_27","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_28","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_29","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_30","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_31","FPC"],"mode":"matchingTag"}} []
