[2019-12-05 22:47:26] main.ERROR: Error: Application is not installed yet.  [] []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_33","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_34","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_32","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_35","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_23","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_25","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_24","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_5","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_7","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_6","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_3","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_4","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:33] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_74","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV_ATTRIBUTE_73","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_1"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_2"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_3"}} []
[2019-12-05 22:57:34] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_scconnector_google_feed_cl_4"}} []
[2019-12-05 22:57:36] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p"],"mode":"matchingAnyTag"}} []
[2019-12-05 22:57:36] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableCustomers","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailContactTableSubscribers","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\UpdateContactsWithSubscriberCustomers","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailOrderTable","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailReviewTable","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailWishlistTable","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: Dotdigitalgroup_Email data installer {"type":"Dotdigitalgroup\\Email\\Setup\\Install\\Type\\InsertEmailCatalogTable","rows_affected":0} []
[2019-12-05 22:57:36] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-12-05 22:57:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-12-05 22:57:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["config_scopes","CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-12-05 22:57:38] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["cms_p_2","FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_1"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_2"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_3"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_design_config_grid_flat_4"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_1"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_2"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_3"}} []
[2019-12-05 22:57:39] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"identifier":"DB_PDO_MYSQL_DDL_customer_grid_flat_4"}} []
[2019-12-05 22:57:42] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2019-12-05 22:57:42] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/session/prolong","invalidateInfo":{"identifier":"interception"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["LAYOUT_GENERAL_CACHE_TAG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["BLOCK_HTML"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["COLLECTION_DATA"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["REFLECTION"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["DB_DDL"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["COMPILED_CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["EAV"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["CUSTOMER_NOTIFICATION"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["INTEGRATION_API_CONFIG"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["GOOGLE_PRODUCT"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["FPC"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["WEBSERVICE"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["TRANSLATE"],"mode":"matchingTag"}} []
[2019-12-05 22:57:45] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/install/start","invalidateInfo":{"tags":["VERTEX"],"mode":"matchingTag"}} []
[2019-12-05 22:58:28] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/setup/index.php/session/prolong","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_SYSTEM_CONFIG"}} []
[2019-12-05 23:00:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://127.0.0.1:8888/magento2/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_81493de691f7cecaedb9bd1b541527e9d21ddc4f"}} []
[2019-12-05 23:00:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://127.0.0.1:8888/magento2/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_d5d3b50a3186729d850a4afd99272a2b7a8bcaca"}} []
[2019-12-05 23:00:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://127.0.0.1:8888/magento2/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_44fd1807bdc59370d641120a9ef7ce963ea90f3b"}} []
[2019-12-05 23:03:37] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://127.0.0.1:8888/magento2/admin_raman/admin/index/index/key/80d59dba2efcc262016d1996186fbfedb78ef651bb38b216fd452a88772715fb/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"}} []
[2019-12-05 23:03:41] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backend::setup_wizard was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_GoogleShoppingAds::scconnector was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_GoogleShoppingAds::scconnector_google was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_InventoryAdminUi::inventory was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_InventoryAdminUi::source was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_InventoryAdminUi::stock was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2019-12-05 23:03:41] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
